date,region,coal,gas_naptha_and_diesel,hydro,lignite,nuclear,res_wind_solar_biomass_and_others,solar_gen_mu,thermal_coal_and_lignite,total,wind_genmu
2019-08-23,SR,403.0,16.0,126.0,30.0,55.0,279.0,,,909.0,
2019-08-23,WR,1059.0,59.0,96.0,13.0,31.0,85.0,,,1343.0,
2019-08-24,ER,332.0,0.0,139.0,0.0,0.0,2.0,,,474.0,
2019-08-24,NER,6.0,19.0,22.0,0.0,0.0,0.0,,,48.0,
2019-08-24,NR,547.0,35.0,355.0,21.0,28.0,79.0,,,1065.0,
2019-08-24,SR,375.0,16.0,120.0,31.0,55.0,289.0,,,887.0,
2019-08-24,WR,1006.0,37.0,93.0,13.0,31.0,91.0,,,1272.0,
2019-08-25,ER,353.0,0.0,143.0,0.0,0.0,2.0,,,498.0,
2019-08-25,NER,7.0,21.0,19.0,0.0,0.0,0.0,,,48.0,
2019-08-25,NR,543.0,32.0,299.0,19.0,27.0,65.0,,,985.0,
2019-08-25,SR,378.0,16.0,78.0,35.0,55.0,282.0,,,844.0,
2019-08-25,WR,976.0,39.0,91.0,10.0,31.0,81.0,,,1228.0,
2019-08-26,ER,363.0,0.0,138.0,0.0,0.0,2.0,,,503.0,
2019-08-26,NER,8.0,22.0,20.0,0.0,0.0,0.0,,,50.0,
2019-08-26,NR,553.0,32.0,356.0,19.0,27.0,55.0,,,1042.0,
2019-08-26,SR,403.0,16.0,92.0,41.0,55.0,286.0,,,893.0,
2019-08-26,WR,1020.0,43.0,94.0,11.0,31.0,76.0,,,1275.0,
2019-08-27,ER,375.0,0.0,136.0,0.0,0.0,2.0,,,514.0,
2019-08-27,NER,10.0,21.0,19.0,0.0,0.0,0.0,,,51.0,
2019-08-27,NR,599.0,35.0,366.0,20.0,27.0,53.0,,,1101.0,
2019-08-27,SR,438.0,16.0,111.0,48.0,55.0,276.0,,,945.0,
2019-08-27,WR,1031.0,40.0,101.0,12.0,31.0,90.0,,,1306.0,
2019-08-28,ER,386.0,0.0,129.0,0.0,0.0,2.0,,,517.0,
2019-08-28,NER,10.0,20.0,19.0,0.0,0.0,0.0,,,48.0,
2019-08-28,NR,646.0,38.0,371.0,20.0,27.0,43.0,,,1145.0,
2019-08-28,SR,471.0,16.0,112.0,46.0,55.0,258.0,,,959.0,
2019-08-28,WR,1063.0,49.0,116.0,12.0,31.0,67.0,,,1338.0,
2019-08-29,ER,385.0,0.0,141.0,0.0,0.0,2.0,,,528.0,
2019-08-29,NER,11.0,22.0,19.0,0.0,0.0,0.0,,,51.0,
2019-08-29,NR,650.0,39.0,371.0,19.0,27.0,46.0,,,1152.0,
2019-08-29,SR,485.0,17.0,107.0,45.0,55.0,264.0,,,974.0,
2019-08-29,WR,1090.0,58.0,113.0,8.0,31.0,58.0,,,1359.0,
2019-08-30,ER,391.0,0.0,138.0,0.0,0.0,2.0,,,532.0,
2019-08-30,NER,11.0,21.0,17.0,0.0,0.0,0.0,,,50.0,
2019-08-30,NR,643.0,34.0,360.0,20.0,27.0,48.0,,,1132.0,
2019-08-30,SR,479.0,16.0,92.0,46.0,55.0,294.0,,,984.0,
2019-08-30,WR,1080.0,58.0,97.0,7.0,31.0,72.0,,,1344.0,
2019-08-31,ER,417.0,0.0,134.0,0.0,0.0,2.0,,,553.0,
2019-08-31,NER,9.0,20.0,18.0,0.0,0.0,0.0,,,47.0,
2019-08-31,NR,637.0,37.0,363.0,20.0,27.0,49.0,,,1133.0,
2019-08-31,SR,457.0,16.0,91.0,42.0,56.0,280.0,,,942.0,
2019-08-31,WR,1055.0,62.0,100.0,6.0,31.0,69.0,,,1324.0,
2019-09-01,ER,394.0,0.0,136.0,0.0,0.0,2.0,,,532.0,
2019-09-01,NER,8.0,17.0,16.0,0.0,0.0,0.0,,,41.0,
2019-09-01,NR,575.0,38.0,359.0,17.0,27.0,45.0,,,1060.0,
2019-09-01,SR,422.0,16.0,89.0,36.0,56.0,222.0,,,840.0,
2019-09-01,WR,968.0,54.0,99.0,4.0,31.0,77.0,,,1234.0,
2019-09-02,ER,404.0,0.0,136.0,0.0,0.0,2.0,,,542.0,
2019-09-02,NER,8.0,15.0,16.0,0.0,0.0,0.0,,,38.0,
2019-09-02,NR,566.0,37.0,362.0,16.0,27.0,40.0,,,1047.0,
2019-09-02,SR,405.0,16.0,94.0,35.0,56.0,232.0,,,839.0,
2019-09-02,WR,996.0,46.0,98.0,4.0,31.0,72.0,,,1246.0,
2019-09-03,ER,421.0,0.0,134.0,0.0,0.0,2.0,,,556.0,
2019-09-03,NER,7.0,22.0,16.0,0.0,0.0,0.0,,,46.0,
2019-09-03,NR,573.0,39.0,360.0,16.0,27.0,42.0,,,1057.0,
2019-09-03,SR,408.0,17.0,103.0,38.0,55.0,254.0,,,876.0,
2019-09-03,WR,1013.0,47.0,103.0,5.0,31.0,78.0,,,1277.0,
2019-09-04,ER,424.0,0.0,136.0,0.0,0.0,2.0,,,562.0,
2019-09-04,NER,5.0,21.0,19.0,0.0,0.0,0.0,,,45.0,
2019-09-04,NR,554.0,41.0,365.0,19.0,27.0,44.0,,,1051.0,
2019-09-04,SR,395.0,16.0,115.0,39.0,55.0,264.0,,,885.0,
2019-09-04,WR,1020.0,43.0,100.0,7.0,31.0,80.0,,,1281.0,
2019-09-05,ER,428.0,0.0,138.0,0.0,0.0,2.0,,,568.0,
2019-09-05,NER,8.0,21.0,19.0,0.0,0.0,0.0,,,48.0,
2019-09-05,NR,541.0,39.0,361.0,19.0,27.0,51.0,,,1039.0,
2019-09-05,SR,384.0,16.0,130.0,41.0,55.0,295.0,,,922.0,
2019-09-05,WR,992.0,46.0,97.0,8.0,31.0,83.0,,,1258.0,
2019-09-06,ER,437.0,0.0,130.0,0.0,0.0,2.0,,,569.0,
2019-09-06,NER,7.0,20.0,20.0,0.0,0.0,0.0,,,47.0,
2019-09-06,NR,534.0,39.0,375.0,21.0,27.0,53.0,,,1049.0,
2019-09-06,SR,370.0,16.0,154.0,44.0,55.0,309.0,,,949.0,
2019-09-06,WR,973.0,52.0,112.0,10.0,31.0,84.0,,,1263.0,
2019-09-07,ER,412.0,0.0,130.0,0.0,0.0,2.0,,,544.0,
2019-09-07,NER,7.0,21.0,22.0,0.0,0.0,0.0,,,50.0,
2019-09-07,NR,543.0,36.0,376.0,20.0,27.0,52.0,,,1054.0,
2019-09-07,SR,342.0,16.0,163.0,44.0,55.0,302.0,,,922.0,
2019-09-07,WR,959.0,61.0,121.0,10.0,31.0,83.0,,,1265.0,
2019-09-08,ER,384.0,0.0,134.0,0.0,0.0,2.0,,,521.0,
2019-09-08,NER,7.0,21.0,20.0,0.0,0.0,0.0,,,49.0,
2019-09-08,NR,523.0,33.0,368.0,20.0,27.0,50.0,,,1021.0,
2019-09-08,SR,330.0,16.0,152.0,43.0,58.0,284.0,,,883.0,
2019-09-08,WR,937.0,39.0,119.0,8.0,31.0,85.0,,,1219.0,
2019-09-09,ER,406.0,0.0,143.0,0.0,0.0,2.0,,,551.0,
2019-09-09,NER,8.0,22.0,20.0,0.0,0.0,0.0,,,50.0,
2019-09-09,NR,560.0,39.0,363.0,23.0,27.0,54.0,,,1067.0,
2019-09-09,SR,355.0,16.0,176.0,44.0,61.0,304.0,,,955.0,
2019-09-09,WR,975.0,49.0,114.0,9.0,31.0,82.0,,,1260.0,
2019-09-10,ER,430.0,0.0,137.0,0.0,0.0,2.0,,,569.0,
2019-09-10,NER,8.0,20.0,23.0,0.0,0.0,0.0,,,51.0,
2019-09-10,NR,598.0,44.0,367.0,24.0,27.0,63.0,,,1124.0,
2019-09-10,SR,386.0,14.0,178.0,48.0,60.0,273.0,,,959.0,
2019-09-10,WR,978.0,54.0,109.0,8.0,31.0,77.0,,,1257.0,
2019-09-11,ER,426.0,0.0,139.0,0.0,0.0,2.0,,,567.0,
2019-09-11,NER,8.0,21.0,23.0,0.0,0.0,0.0,,,51.0,
2019-09-11,NR,601.0,49.0,355.0,20.0,27.0,72.0,,,1124.0,
2019-09-11,SR,414.0,16.0,170.0,50.0,60.0,237.0,,,946.0,
2019-09-11,WR,980.0,57.0,106.0,8.0,31.0,86.0,,,1268.0,
2019-09-12,ER,397.0,0.0,143.0,0.0,0.0,2.0,,,542.0,
2019-09-12,NER,4.0,20.0,27.0,0.0,0.0,0.0,,,51.0,
2019-09-12,NR,620.0,41.0,355.0,18.0,27.0,87.0,,,1149.0,
2019-09-12,SR,407.0,16.0,169.0,45.0,60.0,229.0,,,926.0,
2019-09-12,WR,919.0,50.0,100.0,10.0,31.0,109.0,,,1220.0,
2019-09-13,ER,379.0,0.0,144.0,0.0,0.0,2.0,,,525.0,
2019-09-13,NER,5.0,20.0,24.0,0.0,0.0,0.0,,,48.0,
2019-09-13,NR,616.0,41.0,345.0,18.0,27.0,76.0,,,1123.0,
2019-09-13,SR,411.0,16.0,171.0,43.0,60.0,216.0,,,918.0,
2019-09-13,WR,911.0,52.0,106.0,10.0,30.0,116.0,,,1225.0,
2019-09-14,ER,389.0,0.0,143.0,0.0,0.0,2.0,,,535.0,
2019-09-14,NER,6.0,25.0,24.0,0.0,0.0,0.0,,,55.0,
2019-09-14,NR,615.0,41.0,332.0,18.0,27.0,64.0,,,1096.0,
2019-09-14,SR,409.0,16.0,171.0,46.0,60.0,208.0,,,910.0,
2019-09-14,WR,923.0,54.0,104.0,10.0,29.0,113.0,,,1232.0,
2019-09-15,ER,381.0,0.0,145.0,0.0,0.0,2.0,,,529.0,
2019-09-15,NER,11.0,26.0,23.0,0.0,0.0,0.0,,,59.0,
2019-09-15,NR,579.0,39.0,328.0,21.0,27.0,56.0,,,1050.0,
2019-09-15,SR,400.0,16.0,163.0,45.0,60.0,212.0,,,896.0,
2019-09-15,WR,895.0,45.0,113.0,11.0,28.0,107.0,,,1200.0,
2019-09-16,ER,415.0,0.0,144.0,0.0,0.0,3.0,,,562.0,
2019-09-16,NER,11.0,25.0,27.0,0.0,0.0,0.0,,,64.0,
2019-09-16,NR,568.0,40.0,327.0,22.0,27.0,71.0,,,1055.0,
2019-09-16,SR,413.0,16.0,169.0,47.0,60.0,213.0,,,918.0,
2019-09-16,WR,933.0,52.0,126.0,11.0,28.0,110.0,,,1260.0,
2019-09-17,ER,418.0,0.0,135.0,0.0,0.0,2.0,,,555.0,
2019-09-17,NER,11.0,25.0,27.0,0.0,0.0,0.0,,,63.0,
2019-09-17,NR,573.0,41.0,322.0,19.0,27.0,71.0,,,1054.0,
2019-09-17,SR,426.0,16.0,149.0,42.0,61.0,180.0,,,873.0,
2019-09-17,WR,966.0,65.0,116.0,12.0,20.0,76.0,,,1254.0,
2019-09-18,ER,408.0,0.0,127.0,0.0,0.0,2.0,,,538.0,
2019-09-18,NER,10.0,27.0,26.0,0.0,0.0,0.0,,,64.0,
2019-09-18,NR,587.0,44.0,306.0,20.0,27.0,55.0,,,1040.0,
2019-09-18,SR,390.0,15.0,156.0,38.0,60.0,171.0,,,830.0,
2019-09-18,WR,977.0,73.0,118.0,12.0,15.0,50.0,,,1244.0,
2019-09-19,ER,417.0,0.0,140.0,0.0,0.0,2.0,,,560.0,
2019-09-19,NER,12.0,28.0,24.0,0.0,0.0,0.0,,,64.0,
2019-09-19,NR,564.0,44.0,296.0,21.0,28.0,48.0,,,1002.0,
2019-09-19,SR,413.0,16.0,154.0,39.0,60.0,156.0,,,838.0,
2019-09-19,WR,964.0,65.0,124.0,13.0,15.0,56.0,,,1237.0,
2019-09-20,ER,424.0,0.0,140.0,0.0,0.0,2.0,,,567.0,
2019-09-20,NER,12.0,28.0,20.0,0.0,0.0,0.0,,,59.0,
2019-09-20,NR,573.0,40.0,296.0,22.0,27.0,50.0,,,1008.0,
2019-09-20,SR,419.0,16.0,155.0,43.0,60.0,176.0,,,869.0,
2019-09-20,WR,990.0,75.0,115.0,12.0,16.0,55.0,,,1263.0,
2019-09-21,ER,430.0,0.0,135.0,0.0,0.0,2.0,,,568.0,
2019-09-21,NER,12.0,28.0,21.0,0.0,0.0,0.0,,,60.0,
2019-09-21,NR,569.0,40.0,292.0,22.0,27.0,50.0,,,1000.0,
2019-09-21,SR,433.0,16.0,156.0,45.0,60.0,163.0,,,874.0,
2019-09-21,WR,991.0,69.0,110.0,12.0,26.0,48.0,,,1255.0,
2019-09-22,ER,405.0,0.0,134.0,0.0,0.0,2.0,,,541.0,
2019-09-22,NER,10.0,27.0,21.0,0.0,0.0,0.0,,,59.0,
2019-09-22,NR,497.0,37.0,268.0,20.0,28.0,46.0,,,894.0,
2019-09-22,SR,418.0,15.0,155.0,43.0,60.0,118.0,,,811.0,
2019-09-22,WR,924.0,55.0,117.0,11.0,27.0,71.0,,,1206.0,
2019-09-23,ER,424.0,0.0,134.0,0.0,0.0,2.0,,,559.0,
2019-09-23,NER,9.0,24.0,24.0,0.0,0.0,0.0,,,57.0,
2019-09-23,NR,509.0,39.0,255.0,20.0,28.0,44.0,,,895.0,
2019-09-23,SR,460.0,16.0,156.0,46.0,60.0,128.0,,,866.0,
2019-09-23,WR,988.0,67.0,117.0,12.0,28.0,44.0,,,1255.0,
2019-09-24,ER,392.0,0.0,138.0,0.0,0.0,2.0,,,531.0,
2019-09-24,NER,7.0,25.0,27.0,0.0,0.0,0.0,,,59.0,
2019-09-24,NR,523.0,42.0,255.0,21.0,27.0,45.0,,,913.0,
2019-09-24,SR,464.0,16.0,148.0,44.0,60.0,107.0,,,839.0,
2019-09-24,WR,971.0,81.0,123.0,12.0,29.0,34.0,,,1250.0,
2019-09-25,ER,361.0,0.0,116.0,0.0,0.0,2.0,,,479.0,
2019-09-25,NER,4.0,28.0,28.0,0.0,0.0,0.0,,,60.0,
2019-09-25,NR,527.0,39.0,267.0,21.0,27.0,52.0,,,934.0,
2019-09-25,SR,424.0,16.0,153.0,42.0,60.0,124.0,,,821.0,
2019-09-25,WR,949.0,71.0,130.0,13.0,29.0,41.0,,,1232.0,
2019-09-26,ER,334.0,0.0,127.0,0.0,0.0,1.0,,,462.0,
2019-09-26,NER,5.0,27.0,28.0,0.0,0.0,0.0,,,60.0,
2019-09-26,NR,483.0,39.0,279.0,25.0,27.0,49.0,,,903.0,
2019-09-26,SR,401.0,17.0,145.0,39.0,60.0,134.0,,,796.0,
2019-09-26,WR,953.0,63.0,113.0,13.0,28.0,41.0,,,1209.0,
2019-09-27,ER,340.0,0.0,126.0,0.0,0.0,2.0,,,467.0,
2019-09-27,NER,7.0,26.0,27.0,0.0,0.0,0.0,,,60.0,
2019-09-27,NR,421.0,40.0,286.0,21.0,27.0,48.0,,,843.0,
2019-09-27,SR,372.0,16.0,153.0,41.0,60.0,124.0,,,766.0,
2019-09-27,WR,957.0,60.0,112.0,13.0,27.0,41.0,,,1208.0,
2019-09-28,ER,324.0,0.0,127.0,0.0,0.0,2.0,,,452.0,
2019-09-28,NER,8.0,27.0,24.0,0.0,0.0,0.0,,,59.0,
2019-09-28,NR,372.0,40.0,269.0,22.0,23.0,47.0,,,774.0,
2019-09-28,SR,367.0,16.0,166.0,41.0,60.0,123.0,,,773.0,
2019-09-28,WR,920.0,62.0,101.0,13.0,29.0,59.0,,,1182.0,
2019-09-29,ER,283.0,0.0,121.0,0.0,0.0,2.0,,,406.0,
2019-09-29,NER,7.0,27.0,25.0,0.0,0.0,0.0,,,59.0,
2019-09-29,NR,338.0,33.0,267.0,17.0,23.0,46.0,,,724.0,
2019-09-29,SR,349.0,16.0,151.0,38.0,60.0,126.0,,,740.0,
2019-09-29,WR,843.0,51.0,101.0,11.0,29.0,85.0,,,1119.0,
2019-10-01,ER,302.5,0.0,132.0,0.0,0.0,2.0,,,436.0,
2019-10-01,NER,8.0,27.0,24.0,0.0,0.0,0.0,,,59.0,
2019-10-01,NR,371.5,31.5,268.0,18.0,23.0,48.5,,,760.5,
2019-10-01,SR,391.5,16.0,165.0,42.5,60.0,129.0,,,803.5,
2019-10-01,WR,887.5,59.0,102.0,12.5,29.5,87.5,,,1177.5,
2019-10-02,ER,325.0,0.0,131.0,0.0,0.0,2.0,,,458.0,
2019-10-02,NER,7.0,27.0,27.0,0.0,0.0,0.0,,,61.0,
2019-10-02,NR,408.0,25.0,234.0,15.0,23.0,55.0,,,759.0,
2019-10-02,SR,386.0,16.0,149.0,46.0,59.0,114.0,,,769.0,
2019-10-02,WR,875.0,59.0,97.0,13.0,31.0,65.0,,,1140.0,
2019-10-03,ER,362.0,0.0,138.0,0.0,0.0,2.0,,,502.0,
2019-10-03,NER,8.0,28.0,25.0,0.0,0.0,0.0,,,60.0,
2019-10-03,NR,455.0,26.0,212.0,15.0,26.0,63.0,,,796.0,
2019-10-03,SR,417.0,16.0,153.0,48.0,55.0,122.0,,,810.0,
2019-10-03,WR,911.0,79.0,102.0,13.0,31.0,49.0,,,1185.0,
2019-10-04,ER,392.0,0.0,137.0,0.0,0.0,2.0,,,532.0,
2019-10-04,NER,12.0,29.0,24.0,0.0,0.0,0.0,,,65.0,
2019-10-04,NR,454.0,27.0,208.0,15.0,27.0,55.0,,,786.0,
2019-10-04,SR,443.0,16.0,114.0,51.0,55.0,132.0,,,811.0,
2019-10-04,WR,939.0,72.0,98.0,12.0,31.0,38.0,,,1190.0,
2019-10-05,ER,405.0,0.0,130.0,0.0,0.0,2.0,,,536.0,
2019-10-05,NER,12.0,29.0,24.0,0.0,0.0,0.0,,,65.0,
2019-10-05,NR,474.0,30.0,209.0,16.0,28.0,48.0,,,804.0,
2019-10-05,SR,449.0,15.0,99.0,49.0,55.0,122.0,,,790.0,
2019-10-05,WR,953.0,64.0,103.0,11.0,31.0,35.0,,,1196.0,
2019-10-06,ER,382.0,0.0,118.0,0.0,0.0,2.0,,,503.0,
2019-10-06,NER,10.0,29.0,24.0,0.0,0.0,0.0,,,64.0,
2019-10-06,NR,488.0,31.0,206.0,13.0,28.0,58.0,,,823.0,
2019-10-06,SR,404.0,15.0,95.0,46.0,59.0,112.0,,,731.0,
2019-10-06,WR,927.0,63.0,95.0,9.0,30.0,35.0,,,1160.0,
2019-10-07,ER,370.0,0.0,110.0,0.0,0.0,2.0,,,482.0,
2019-10-07,NER,11.0,25.0,21.0,0.0,0.0,0.0,,,57.0,
2019-10-07,NR,495.0,28.0,197.0,14.0,27.0,51.0,,,812.0,
2019-10-07,SR,387.0,15.0,100.0,46.0,60.0,113.0,,,722.0,
2019-10-07,WR,964.0,64.0,100.0,10.0,29.0,35.0,,,1202.0,
2019-10-08,ER,337.0,0.0,109.0,0.0,0.0,2.0,,,447.0,
2019-10-08,NER,10.0,23.0,19.0,0.0,0.0,0.0,,,51.0,
2019-10-08,NR,459.0,32.0,199.0,14.0,28.0,49.0,,,780.0,
2019-10-08,SR,365.0,16.0,131.0,41.0,60.0,114.0,,,728.0,
2019-10-08,WR,882.0,62.0,98.0,8.0,29.0,44.0,,,1122.0,
2019-10-09,ER,347.0,0.0,127.0,0.0,0.0,2.0,,,476.0,
2019-10-09,NER,9.0,23.0,17.0,0.0,0.0,0.0,,,49.0,
2019-10-09,NR,488.0,32.0,199.0,19.0,28.0,46.0,,,811.0,
2019-10-09,SR,393.0,15.0,147.0,44.0,60.0,114.0,,,773.0,
2019-10-09,WR,955.0,69.0,101.0,10.0,29.0,42.0,,,1205.0,
2019-10-10,ER,378.0,0.0,122.0,0.0,0.0,2.0,,,502.0,
2019-10-10,NER,12.0,23.0,16.0,0.0,0.0,0.0,,,52.0,
2019-10-10,NR,513.0,36.0,191.0,20.0,28.0,45.0,,,833.0,
2019-10-10,SR,426.0,15.0,158.0,43.0,60.0,108.0,,,809.0,
2019-10-10,WR,992.0,69.0,101.0,11.0,29.0,40.0,,,1244.0,
2019-10-11,ER,391.0,0.0,123.0,0.0,0.0,2.0,,,516.0,
2019-10-11,NER,12.0,24.0,16.0,0.0,0.0,0.0,,,51.0,
2019-10-11,NR,522.0,30.0,184.0,19.0,28.0,44.0,,,825.0,
2019-10-11,SR,426.0,15.0,169.0,45.0,60.0,103.0,,,818.0,
2019-10-11,WR,1026.0,72.0,90.0,11.0,29.0,35.0,,,1263.0,
2019-10-12,ER,395.0,0.0,117.0,0.0,0.0,2.0,,,514.0,
2019-10-12,NER,12.0,23.0,15.0,0.0,0.0,0.0,,,50.0,
2019-10-12,NR,521.0,29.0,180.0,18.0,28.0,40.0,,,815.0,
2019-10-12,SR,425.0,15.0,147.0,47.0,60.0,113.0,,,807.0,
2019-10-12,WR,1040.0,73.0,75.0,12.0,29.0,39.0,,,1269.0,
2019-10-13,ER,390.0,0.0,112.0,0.0,0.0,2.0,,,504.0,
2019-10-13,NER,10.0,24.0,15.0,0.0,0.0,0.0,,,49.0,
2019-10-13,NR,499.0,28.0,176.0,18.0,28.0,41.0,,,789.0,
2019-10-13,SR,407.0,15.0,136.0,47.0,60.0,112.0,,,776.0,
2019-10-13,WR,1010.0,74.0,71.0,12.0,29.0,44.0,,,1240.0,
2019-10-14,ER,403.0,0.0,111.0,0.0,0.0,2.0,,,516.0,
2019-10-14,NER,12.0,23.0,15.0,0.0,0.0,0.0,,,49.0,
2019-10-14,NR,536.0,29.0,167.0,19.0,28.0,39.0,,,818.0,
2019-10-14,SR,418.0,13.0,152.0,47.0,56.0,125.0,,,811.0,
2019-10-14,WR,1047.0,79.0,85.0,15.0,29.0,47.0,,,1301.0,
2019-10-15,ER,423.0,0.0,110.0,0.0,0.0,2.0,,,534.0,
2019-10-15,NER,9.0,23.0,14.0,0.0,0.0,0.0,,,46.0,
2019-10-15,NR,541.0,31.0,171.0,20.0,28.0,39.0,,,830.0,
2019-10-15,SR,440.0,13.0,154.0,47.0,37.0,118.0,,,809.0,
2019-10-15,WR,1066.0,77.0,76.0,14.0,29.0,54.0,,,1316.0,
2019-10-16,ER,425.0,0.0,100.0,0.0,0.0,2.0,,,526.0,
2019-10-16,NER,8.0,23.0,12.0,0.0,0.0,0.0,,,44.0,
2019-10-16,NR,532.0,28.0,163.0,21.0,28.0,41.0,,,814.0,
2019-10-16,SR,449.0,13.0,151.0,51.0,37.0,112.0,,,812.0,
2019-10-16,WR,1089.0,75.0,68.0,15.0,29.0,58.0,,,1334.0,
2019-10-17,ER,414.0,0.0,100.0,0.0,0.0,2.0,,,517.0,
2019-10-17,NER,7.0,23.0,12.0,0.0,0.0,0.0,,,42.0,
2019-10-17,NR,536.0,28.0,157.0,24.0,28.0,37.0,,,810.0,
2019-10-17,SR,417.0,14.0,147.0,53.0,52.0,115.0,,,797.0,
2019-10-17,WR,1109.0,74.0,78.0,15.0,29.0,48.0,,,1352.0,
2019-10-18,ER,418.0,0.0,98.0,0.0,0.0,2.0,,,518.0,
2019-10-18,NER,7.0,24.0,12.0,0.0,0.0,0.0,,,43.0,
2019-10-18,NR,497.0,27.0,158.0,19.0,28.0,46.0,,,774.0,
2019-10-18,SR,408.0,14.0,133.0,55.0,59.0,119.0,,,788.0,
2019-10-18,WR,1116.0,74.0,59.0,14.0,29.0,48.0,,,1340.0,
2019-10-19,ER,401.0,0.0,99.0,0.0,0.0,2.0,,,501.0,
2019-10-19,NER,8.0,23.0,12.0,0.0,0.0,0.0,,,44.0,
2019-10-19,NR,490.0,26.0,158.0,16.0,28.0,58.0,,,776.0,
2019-10-19,SR,408.0,14.0,100.0,54.0,46.0,127.0,,,750.0,
2019-10-19,WR,1079.0,70.0,51.0,12.0,29.0,56.0,,,1298.0,
2019-10-20,ER,386.0,0.0,94.0,0.0,0.0,2.0,,,481.0,
2019-10-20,NER,7.0,22.0,12.0,0.0,0.0,0.0,,,41.0,
2019-10-20,NR,466.0,26.0,158.0,16.0,28.0,50.0,,,743.0,
2019-10-20,SR,373.0,15.0,97.0,52.0,46.0,112.0,,,696.0,
2019-10-20,WR,1027.0,65.0,47.0,13.0,29.0,51.0,,,1233.0,
2019-10-21,ER,375.0,0.0,93.0,0.0,0.0,2.0,,,471.0,
2019-10-21,NER,7.0,22.0,11.0,0.0,0.0,0.0,,,40.0,
2019-10-21,NR,455.0,26.0,157.0,17.0,28.0,46.0,,,729.0,
2019-10-21,SR,370.0,15.0,137.0,51.0,47.0,100.0,,,718.0,
2019-10-21,WR,1016.0,68.0,58.0,15.0,29.0,58.0,,,1244.0,
2019-10-22,ER,383.0,0.0,90.0,0.0,0.0,2.0,,,475.0,
2019-10-22,NER,7.0,21.0,12.0,0.0,0.0,0.0,,,41.0,
2019-10-22,NR,452.0,25.0,153.0,16.0,28.0,44.0,,,719.0,
2019-10-22,SR,363.0,14.0,158.0,54.0,50.0,102.0,,,740.0,
2019-10-22,WR,1034.0,70.0,64.0,15.0,29.0,52.0,,,1264.0,
2019-10-23,ER,383.0,0.0,84.0,0.0,0.0,2.0,,,469.0,
2019-10-23,NER,11.0,23.0,11.0,0.0,0.0,0.0,,,45.0,
2019-10-23,NR,453.0,25.0,154.0,16.0,27.0,43.0,,,719.0,
2019-10-23,SR,349.0,16.0,147.0,51.0,60.0,129.0,,,751.0,
2019-10-23,WR,1013.0,70.0,57.0,16.0,29.0,53.0,,,1238.0,
2019-10-24,ER,364.0,0.0,82.0,0.0,0.0,1.0,,,447.0,
2019-10-24,NER,10.0,23.0,11.0,0.0,0.0,0.0,,,44.0,
2019-10-24,NR,448.0,25.0,154.0,16.0,28.0,44.0,,,716.0,
2019-10-24,SR,331.0,15.0,140.0,52.0,60.0,130.0,,,728.0,
2019-10-24,WR,985.0,56.0,51.0,15.0,29.0,87.0,,,1223.0,
2019-10-25,ER,345.0,0.0,85.0,0.0,0.0,1.0,,,430.0,
2019-10-25,NER,10.0,22.0,12.0,0.0,0.0,0.0,,,44.0,
2019-10-25,NR,457.0,25.0,150.0,16.0,25.0,41.0,,,714.0,
2019-10-25,SR,323.0,15.0,145.0,51.0,60.0,138.0,,,733.0,
2019-10-25,WR,980.0,40.0,47.0,11.0,29.0,105.0,,,1213.0,
2019-10-26,ER,328.0,0.0,84.0,0.0,0.0,1.0,,,413.0,
2019-10-26,NER,10.0,20.0,16.0,0.0,0.0,0.0,,,46.0,
2019-10-26,NR,444.0,23.0,143.0,16.0,24.0,53.0,,,703.0,
2019-10-26,SR,306.0,15.0,154.0,47.0,60.0,117.0,,,698.0,
2019-10-26,WR,895.0,38.0,39.0,11.0,29.0,134.0,,,1146.0,
2019-10-27,ER,325.0,0.0,82.0,0.0,0.0,2.0,,,409.0,
2019-10-27,NER,10.0,21.0,19.0,0.0,0.0,0.0,,,49.0,
2019-10-27,NR,414.0,23.0,141.0,17.0,24.0,45.0,,,663.0,
2019-10-27,SR,266.0,16.0,143.0,42.0,60.0,93.0,,,621.0,
2019-10-27,WR,836.0,34.0,31.0,11.0,29.0,82.0,,,1023.0,
2019-10-28,ER,330.0,0.0,84.0,0.0,0.0,2.0,,,417.0,
2019-10-28,NER,10.0,21.0,16.0,0.0,0.0,0.0,,,47.0,
2019-10-28,NR,371.0,22.0,143.0,16.0,28.0,40.0,,,620.0,
2019-10-28,SR,247.0,16.0,152.0,41.0,60.0,104.0,,,621.0,
2019-10-28,WR,824.0,35.0,36.0,14.0,29.0,54.0,,,993.0,
2019-10-29,ER,329.0,0.0,79.0,0.0,0.0,2.0,,,410.0,
2019-10-29,NER,10.0,24.0,17.0,0.0,0.0,0.0,,,51.0,
2019-10-29,NR,385.0,21.0,140.0,20.0,28.0,30.0,,,625.0,
2019-10-29,SR,255.0,16.0,153.0,42.0,60.0,130.0,,,657.0,
2019-10-29,WR,901.0,35.0,42.0,15.0,31.0,52.0,,,1077.0,
2019-10-30,ER,331.0,0.0,80.0,0.0,0.0,2.0,,,412.0,
2019-10-30,NER,11.0,25.0,16.0,0.0,0.0,0.0,,,52.0,
2019-10-30,NR,416.0,22.0,140.0,19.0,28.0,31.0,,,656.0,
2019-10-30,SR,264.0,16.0,160.0,44.0,60.0,124.0,,,667.0,
