date,region,coal,gas_naptha_and_diesel,hydro,lignite,nuclear,res_wind_solar_biomass_and_others,solar_gen_mu,thermal_coal_and_lignite,total,wind_genmu
2015-09-22,ER,,,65.0,,,,,,351.0,0.0
2015-09-22,NER,,,21.0,,,,,,41.0,0.0
2015-09-22,NR,,,227.0,,,,,,899.0,6.0
2015-09-22,SR,,,71.0,,,,,,801.0,48.0
2015-09-22,WR,,,38.0,,,,,,873.0,31.0
2015-09-23,ER,,,64.0,,,,,,336.0,0.0
2015-09-23,NER,,,21.0,,,,,,41.0,0.0
2015-09-23,NR,,,248.0,,,,,,876.0,20.0
2015-09-23,SR,,,76.0,,,,,,795.0,21.0
2015-09-23,WR,,,35.0,,,,,,912.0,23.0
2015-09-24,ER,,,64.0,,,,,,346.0,0.0
2015-09-24,NER,,,23.0,,,,,,40.0,0.0
2015-09-24,NR,,,236.0,,,,,,878.0,13.0
2015-09-24,SR,,,71.0,,,,,,776.0,13.0
2015-09-24,WR,,,26.0,,,,,,940.0,21.0
2015-09-25,ER,,,69.0,,,,,,340.0,0.0
2015-09-25,NER,,,24.0,,,,,,41.0,0.0
2015-09-25,NR,,,256.0,,,,,,905.0,25.0
2015-09-25,SR,,,68.0,,,,,,781.0,19.0
2015-09-25,WR,,,22.0,,,,,,944.0,31.0
2015-09-26,ER,,,70.0,,,,,,348.0,0.0
2015-09-26,NER,,,24.0,,,,,,41.0,0.0
2015-09-26,NR,,,245.0,,,,,,910.0,23.0
2015-09-26,SR,,,61.0,,,,,,762.0,23.0
2015-09-26,WR,,,25.0,,,,,,959.0,24.0
2015-09-27,ER,,,65.0,,,,,,356.0,0.0
2015-09-27,NER,,,20.0,,,,,,41.0,0.0
2015-09-27,NR,,,233.0,,,,,,895.0,9.0
2015-09-27,SR,,,41.0,,,,,,735.0,16.0
2015-09-27,WR,,,31.0,,,,,,935.0,13.0
2015-09-28,ER,,,64.0,,,,,,366.0,0.0
2015-09-28,NER,,,19.0,,,,,,42.0,0.0
2015-09-28,NR,,,227.0,,,,,,937.0,4.0
2015-09-28,SR,,,56.0,,,,,,754.0,8.0
2015-09-28,WR,,,42.0,,,,,,995.0,9.0
2015-09-29,ER,,,64.0,,,,,,377.0,0.0
2015-09-29,NER,,,18.0,,,,,,42.0,0.0
2015-09-29,NR,,,201.0,,,,,,922.0,3.0
2015-09-29,SR,,,49.0,,,,,,769.0,9.0
2015-09-29,WR,,,32.0,,,,,,1032.0,18.0
2015-09-30,ER,,,54.0,,,,,,376.0,0.0
2015-09-30,NER,,,18.0,,,,,,41.0,0.0
2015-09-30,NR,,,187.0,,,,,,946.0,3.0
2015-09-30,SR,,,45.0,,,,,,762.0,15.0
2015-09-30,WR,,,31.0,,,,,,1029.0,36.0
2015-10-01,ER,,,44.0,,,,,,380.0,0.0
2015-10-01,NER,,,17.0,,,,,,43.0,0.0
2015-10-01,NR,,,199.0,,,,,,967.0,1.0
2015-10-01,SR,,,41.0,,,,,,750.0,8.0
2015-10-01,WR,,,28.0,,,,,,1032.0,20.0
2015-10-03,ER,,,65.0,,,,,,387.0,0.0
2015-10-03,NER,,,15.0,,,,,,41.0,0.0
2015-10-03,NR,,,185.0,,,,,,940.0,15.0
2015-10-03,SR,,,42.0,,,,,,728.0,30.0
2015-10-03,WR,,,23.0,,,,,,1013.0,13.0
2015-10-04,ER,,,63.0,,,,,,378.0,0.0
2015-10-04,NER,,,15.0,,,,,,41.0,0.0
2015-10-04,NR,,,192.0,,,,,,947.0,21.0
2015-10-04,SR,,,36.0,,,,,,686.0,17.0
2015-10-04,WR,,,22.0,,,,,,996.0,13.0
2015-10-05,ER,,,68.0,,,,,,382.0,0.0
2015-10-05,NER,,,14.0,,,,,,42.0,0.0
2015-10-05,NR,,,201.0,,,,,,986.0,6.0
2015-10-05,SR,,,45.0,,,,,,703.0,17.0
2015-10-05,WR,,,31.0,,,,,,1029.0,8.0
2015-10-06,ER,,,59.0,,,,,,380.0,0.0
2015-10-06,NER,,,13.0,,,,,,41.0,0.0
2015-10-06,NR,,,195.0,,,,,,986.0,3.0
2015-10-06,SR,,,43.0,,,,,,724.0,13.0
2015-10-06,WR,,,33.0,,,,,,1045.0,16.0
2015-10-07,ER,,,57.0,,,,,,377.0,0.0
2015-10-07,NER,,,14.0,,,,,,42.0,0.0
2015-10-07,NR,,,191.0,,,,,,1005.0,2.0
2015-10-07,SR,,,46.0,,,,,,740.0,15.0
2015-10-07,WR,,,31.0,,,,,,1062.0,20.0
2015-10-08,ER,,,51.0,,,,,,372.0,0.0
2015-10-08,NER,,,18.0,,,,,,40.0,0.0
2015-10-08,NR,,,188.0,,,,,,999.0,4.0
2015-10-08,SR,,,54.0,,,,,,760.0,18.0
2015-10-08,WR,,,32.0,,,,,,1077.0,18.0
2015-10-09,ER,,,51.0,,,,,,379.0,0.0
2015-10-09,NER,,,18.0,,,,,,39.0,0.0
2015-10-09,NR,,,188.0,,,,,,1008.0,14.0
2015-10-09,SR,,,53.0,,,,,,768.0,26.0
2015-10-09,WR,,,28.0,,,,,,1076.0,8.0
2015-10-10,ER,,,52.0,,,,,,374.0,0.0
2015-10-10,NER,,,18.0,,,,,,40.0,0.0
2015-10-10,NR,,,190.0,,,,,,978.0,31.0
2015-10-10,SR,,,51.0,,,,,,771.0,41.0
2015-10-10,WR,,,36.0,,,,,,1077.0,19.0
2015-10-11,ER,,,55.0,,,,,,375.0,0.0
2015-10-11,NER,,,17.0,,,,,,40.0,0.0
2015-10-11,NR,,,176.0,,,,,,948.0,21.0
2015-10-11,SR,,,48.0,,,,,,730.0,19.0
2015-10-11,WR,,,29.0,,,,,,1035.0,12.0
2015-10-12,ER,,,53.0,,,,,,374.0,0.0
2015-10-12,NER,,,16.0,,,,,,39.0,0.0
2015-10-12,NR,,,173.0,,,,,,956.0,14.0
2015-10-12,SR,,,52.0,,,,,,750.0,4.0
2015-10-12,WR,,,36.0,,,,,,1076.0,4.0
2015-10-13,ER,,,51.0,,,,,,370.0,0.0
2015-10-13,NER,,,16.0,,,,,,40.0,0.0
2015-10-13,NR,,,171.0,,,,,,970.0,15.0
2015-10-13,SR,,,56.0,,,,,,770.0,4.0
2015-10-13,WR,,,48.0,,,,,,1093.0,5.0
2015-10-14,ER,,,54.0,,,,,,364.0,0.0
2015-10-14,NER,,,15.0,,,,,,39.0,0.0
2015-10-14,NR,,,171.0,,,,,,930.0,11.0
2015-10-14,SR,,,53.0,,,,,,794.0,6.0
2015-10-14,WR,,,62.0,,,,,,1102.0,7.0
2015-10-15,ER,,,48.0,,,,,,360.0,0.0
2015-10-15,NER,,,16.0,,,,,,39.0,0.0
2015-10-15,NR,,,168.0,,,,,,915.0,4.0
2015-10-15,SR,,,69.0,,,,,,798.0,5.0
2015-10-15,WR,,,59.0,,,,,,1108.0,12.0
2015-10-16,ER,,,55.0,,,,,,369.0,0.0
2015-10-16,NER,,,16.0,,,,,,39.0,0.0
2015-10-16,NR,,,166.0,,,,,,925.0,3.0
2015-10-16,SR,,,66.0,,,,,,820.0,7.0
2015-10-16,WR,,,49.0,,,,,,1105.0,17.0
2015-10-17,ER,,,55.0,,,,,,363.0,0.0
2015-10-17,NER,,,16.0,,,,,,41.0,0.0
2015-10-17,NR,,,161.0,,,,,,933.0,2.0
2015-10-17,SR,,,54.0,,,,,,804.0,9.0
2015-10-17,WR,,,52.0,,,,,,1108.0,15.0
2015-10-18,ER,,,53.0,,,,,,365.0,0.0
2015-10-18,NER,,,16.0,,,,,,41.0,0.0
2015-10-18,NR,,,151.0,,,,,,896.0,9.0
2015-10-18,SR,,,46.0,,,,,,775.0,8.0
2015-10-18,WR,,,38.0,,,,,,1075.0,8.0
2015-10-19,ER,,,59.0,,,,,,380.0,0.0
2015-10-19,NER,,,15.0,,,,,,40.0,0.0
2015-10-19,NR,,,159.0,,,,,,913.0,15.0
2015-10-19,SR,,,51.0,,,,,,804.0,11.0
2015-10-19,WR,,,49.0,,,,,,1124.0,8.0
2015-10-20,ER,,,49.0,,,,,,372.0,0.0
2015-10-20,NER,,,15.0,,,,,,41.0,0.0
2015-10-20,NR,,,166.0,,,,,,938.0,8.0
2015-10-20,SR,,,46.0,,,,,,819.0,9.0
2015-10-20,WR,,,39.0,,,,,,1131.0,10.0
2015-10-21,ER,,,48.0,,,,,,357.0,0.0
2015-10-21,NER,,,15.0,,,,,,39.0,0.0
2015-10-21,NR,,,157.0,,,,,,916.0,10.0
2015-10-21,SR,,,48.0,,,,,,802.0,11.0
2015-10-21,WR,,,31.0,,,,,,1114.0,7.0
2015-10-22,ER,,,48.0,,,,,,348.0,0.0
2015-10-22,NER,,,15.0,,,,,,37.0,0.0
2015-10-22,NR,,,151.0,,,,,,860.0,4.0
2015-10-22,SR,,,41.0,,,,,,790.0,9.0
2015-10-22,WR,,,32.0,,,,,,1032.0,6.0
2015-10-23,ER,,,53.0,,,,,,346.0,0.0
2015-10-23,NER,,,15.0,,,,,,34.0,0.0
2015-10-23,NR,,,156.0,,,,,,874.0,3.0
2015-10-23,SR,,,52.0,,,,,,806.0,9.0
2015-10-23,WR,,,56.0,,,,,,1070.0,6.0
2015-10-24,ER,,,44.0,,,,,,327.0,0.0
2015-10-24,NER,,,15.0,,,,,,35.0,0.0
2015-10-24,NR,,,157.0,,,,,,851.0,11.0
2015-10-24,SR,,,48.0,,,,,,818.0,18.0
2015-10-24,WR,,,42.0,,,,,,1095.0,7.0
2015-10-25,ER,,,39.0,,,,,,326.0,0.0
2015-10-25,NER,,,15.0,,,,,,38.0,0.0
2015-10-25,NR,,,156.0,,,,,,824.0,11.0
2015-10-25,SR,,,33.0,,,,,,788.0,18.0
2015-10-25,WR,,,34.0,,,,,,1068.0,10.0
2015-10-26,ER,,,42.0,,,,,,346.0,0.0
2015-10-26,NER,,,15.0,,,,,,38.0,0.0
2015-10-26,NR,,,160.0,,,,,,802.0,12.0
2015-10-26,SR,,,48.0,,,,,,812.0,13.0
2015-10-26,WR,,,30.0,,,,,,1077.0,10.0
2015-10-27,ER,,,43.0,,,,,,354.0,0.0
2015-10-27,NER,,,15.0,,,,,,39.0,0.0
2015-10-27,NR,,,149.0,,,,,,831.0,15.0
2015-10-27,SR,,,47.0,,,,,,823.0,7.0
2015-10-27,WR,,,39.0,,,,,,1079.0,14.0
2015-10-28,ER,,,39.0,,,,,,352.0,0.0
2015-10-28,NER,,,14.0,,,,,,39.0,0.0
2015-10-28,NR,,,145.0,,,,,,780.0,14.0
2015-10-28,SR,,,45.0,,,,,,801.0,9.0
2015-10-28,WR,,,24.0,,,,,,1041.0,30.0
2015-10-29,ER,,,38.0,,,,,,340.0,0.0
2015-10-29,NER,,,14.0,,,,,,39.0,0.0
2015-10-29,NR,,,146.0,,,,,,741.0,9.0
2015-10-29,SR,,,40.0,,,,,,769.0,6.0
2015-10-29,WR,,,24.0,,,,,,1009.0,36.0
2015-10-30,ER,,,37.0,,,,,,334.0,0.0
2015-10-30,NER,,,14.0,,,,,,39.0,0.0
2015-10-30,NR,,,149.0,,,,,,773.0,9.0
2015-10-30,SR,,,40.0,,,,,,805.0,6.0
2015-10-30,WR,,,34.0,,,,,,1005.0,14.0
2015-10-31,ER,,,37.0,,,,,,341.0,0.0
2015-10-31,NER,,,13.0,,,,,,40.0,0.0
2015-10-31,NR,,,147.0,,,,,,772.0,10.0
2015-10-31,SR,,,43.0,,,,,,782.0,9.0
2015-10-31,WR,,,32.0,,,,,,1013.0,34.0
2015-11-01,ER,,,35.0,,,,,,340.0,0.0
2015-11-01,NER,,,12.0,,,,,,38.0,0.0
2015-11-01,NR,,,147.0,,,,,,765.0,9.0
2015-11-01,SR,,,38.0,,,,,,736.0,11.0
2015-11-01,WR,,,22.0,,,,,,995.0,28.0
2015-11-02,ER,,,37.0,,,,,,348.0,0.0
2015-11-02,NER,,,12.0,,,,,,38.0,0.0
2015-11-02,NR,,,149.0,,,,,,794.0,8.0
2015-11-02,SR,,,43.0,,,,,,751.0,7.0
2015-11-02,WR,,,40.0,,,,,,1029.0,19.0
2015-11-03,ER,,,47.0,,,,,,352.0,0.0
2015-11-03,NER,,,11.0,,,,,,38.0,0.0
2015-11-03,NR,,,146.0,,,,,,799.0,6.0
2015-11-03,SR,,,50.0,,,,,,763.0,5.0
2015-11-03,WR,,,40.0,,,,,,1045.0,10.0
2015-11-04,ER,,,40.0,,,,,,354.0,0.0
2015-11-04,NER,,,12.0,,,,,,37.0,0.0
2015-11-04,NR,,,143.0,,,,,,801.0,7.0
2015-11-04,SR,,,43.0,,,,,,761.0,5.0
2015-11-04,WR,,,52.0,,,,,,1050.0,10.0
2015-11-05,ER,,,38.0,,,,,,353.0,0.0
2015-11-05,NER,,,12.0,,,,,,38.0,0.0
2015-11-05,NR,,,136.0,,,,,,765.0,10.0
2015-11-05,SR,,,49.0,,,,,,759.0,4.0
2015-11-05,WR,,,32.0,,,,,,1050.0,12.0
2015-11-06,ER,,,36.0,,,,,,351.0,0.0
2015-11-06,NER,,,12.0,,,,,,40.0,0.0
2015-11-06,NR,,,143.0,,,,,,790.0,15.0
2015-11-06,SR,,,48.0,,,,,,772.0,10.0
2015-11-06,WR,,,22.0,,,,,,1045.0,9.0
2015-11-07,ER,,,38.0,,,,,,330.0,0.0
2015-11-07,NER,,,11.0,,,,,,39.0,0.0
2015-11-07,NR,,,141.0,,,,,,797.0,8.0
2015-11-07,SR,,,41.0,,,,,,764.0,12.0
2015-11-07,WR,,,25.0,,,,,,1041.0,25.0
2015-11-08,ER,,,35.0,,,,,,336.0,0.0
2015-11-08,NER,,,10.0,,,,,,38.0,0.0
2015-11-08,NR,,,133.0,,,,,,781.0,16.0
2015-11-08,SR,,,37.0,,,,,,709.0,18.0
2015-11-08,WR,,,20.0,,,,,,1016.0,21.0
2015-11-09,ER,,,35.0,,,,,,345.0,0.0
2015-11-09,NER,,,11.0,,,,,,39.0,0.0
2015-11-09,NR,,,143.0,,,,,,822.0,16.0
2015-11-09,SR,,,30.0,,,,,,657.0,27.0
2015-11-09,WR,,,27.0,,,,,,1032.0,18.0
2015-11-10,ER,,,30.0,,,,,,335.0,0.0
2015-11-10,NER,,,10.0,,,,,,38.0,0.0
2015-11-10,NR,,,139.0,,,,,,823.0,13.0
2015-11-10,SR,,,37.0,,,,,,608.0,34.0
2015-11-10,WR,,,19.0,,,,,,997.0,25.0
2015-11-11,ER,,,27.0,,,,,,331.0,0.0
2015-11-11,NER,,,10.0,,,,,,38.0,0.0
2015-11-11,NR,,,139.0,,,,,,783.0,12.0
2015-11-11,SR,,,37.0,,,,,,624.0,32.0
2015-11-11,WR,,,16.0,,,,,,891.0,39.0
2015-11-12,ER,,,27.0,,,,,,338.0,0.0
2015-11-12,NER,,,11.0,,,,,,38.0,0.0
2015-11-12,NR,,,139.0,,,,,,742.0,9.0
2015-11-12,SR,,,44.0,,,,,,659.0,14.0
2015-11-12,WR,,,19.0,,,,,,850.0,26.0
2015-11-13,ER,,,27.0,,,,,,339.0,0.0
2015-11-13,NER,,,10.0,,,,,,38.0,0.0
2015-11-13,NR,,,139.0,,,,,,766.0,2.0
2015-11-13,SR,,,44.0,,,,,,681.0,9.0
2015-11-13,WR,,,20.0,,,,,,876.0,12.0
2015-11-14,ER,,,26.0,,,,,,338.0,0.0
2015-11-14,NER,,,9.0,,,,,,38.0,0.0
2015-11-14,NR,,,135.0,,,,,,790.0,4.0
2015-11-14,SR,,,35.0,,,,,,686.0,17.0
2015-11-14,WR,,,23.0,,,,,,906.0,15.0
2015-11-15,ER,,,25.0,,,,,,334.5,0.0
2015-11-15,NER,,,9.0,,,,,,37.0,0.0
2015-11-15,NR,,,137.0,,,,,,779.0,5.5
2015-11-15,SR,,,31.5,,,,,,648.0,12.0
2015-11-15,WR,,,24.0,,,,,,941.0,20.0
2015-11-17,ER,,,24.0,,,,,,339.0,0.0
2015-11-17,NER,,,10.0,,,,,,38.0,0.0
2015-11-17,NR,,,131.0,,,,,,774.0,1.0
2015-11-17,SR,,,36.0,,,,,,652.0,10.0
2015-11-17,WR,,,22.0,,,,,,980.0,41.0
2015-11-18,ER,,,25.0,,,,,,332.0,0.0
2015-11-18,NER,,,9.0,,,,,,39.0,0.0
2015-11-18,NR,,,135.0,,,,,,785.0,3.0
2015-11-18,SR,,,40.0,,,,,,674.0,15.0
2015-11-18,WR,,,29.0,,,,,,975.0,48.0
2015-11-19,ER,,,25.0,,,,,,334.0,0.0
2015-11-19,NER,,,9.0,,,,,,38.0,0.0
2015-11-19,NR,,,130.0,,,,,,781.0,7.0
2015-11-19,SR,,,44.0,,,,,,677.0,21.0
2015-11-19,WR,,,25.0,,,,,,975.0,50.0
2015-11-20,ER,,,24.0,,,,,,335.0,0.0
2015-11-20,NER,,,9.0,,,,,,38.0,0.0
2015-11-20,NR,,,131.0,,,,,,785.0,8.0
2015-11-20,SR,,,48.0,,,,,,677.0,16.0
2015-11-20,WR,,,31.0,,,,,,980.0,40.0
2015-11-21,ER,,,25.0,,,,,,336.0,0.0
2015-11-21,NER,,,9.0,,,,,,37.0,0.0
2015-11-21,NR,,,124.0,,,,,,768.0,12.0
2015-11-21,SR,,,43.0,,,,,,668.0,15.0
2015-11-21,WR,,,35.0,,,,,,995.0,28.0
2015-11-22,ER,,,23.0,,,,,,321.0,0.0
2015-11-22,NER,,,9.0,,,,,,37.0,0.0
2015-11-22,NR,,,122.0,,,,,,769.0,9.0
2015-11-22,SR,,,37.0,,,,,,632.0,17.0
2015-11-22,WR,,,32.0,,,,,,962.0,15.0
2015-11-23,ER,,,22.0,,,,,,317.0,0.0
2015-11-23,NER,,,9.0,,,,,,39.0,0.0
2015-11-23,NR,,,125.0,,,,,,781.0,8.0
2015-11-23,SR,,,41.0,,,,,,665.0,11.0
2015-11-23,WR,,,34.0,,,,,,985.0,17.0
2015-11-24,ER,,,23.0,,,,,,329.0,0.0
2015-11-24,NER,,,9.0,,,,,,36.0,0.0
2015-11-24,NR,,,122.0,,,,,,789.0,13.0
2015-11-24,SR,,,41.0,,,,,,683.0,13.0
2015-11-24,WR,,,35.0,,,,,,997.0,24.0
2015-11-25,ER,,,23.0,,,,,,325.0,0.0
2015-11-25,NER,,,9.0,,,,,,38.0,0.0
2015-11-25,NR,,,122.0,,,,,,782.0,9.0
2015-11-25,SR,,,41.0,,,,,,698.0,13.0
2015-11-25,WR,,,37.0,,,,,,1002.0,23.0
2015-11-26,ER,,,22.0,,,,,,329.0,0.0
2015-11-26,NER,,,9.0,,,,,,38.0,0.0
2015-11-26,NR,,,136.0,,,,,,784.0,12.0
2015-11-26,SR,,,46.0,,,,,,698.0,8.0
2015-11-26,WR,,,36.0,,,,,,994.0,24.0
2015-11-27,ER,,,24.0,,,,,,333.0,0.0
2015-11-27,NER,,,9.0,,,,,,38.0,0.0
2015-11-27,NR,,,121.0,,,,,,788.0,5.0
2015-11-27,SR,,,44.0,,,,,,714.0,11.0
2015-11-27,WR,,,24.0,,,,,,986.0,31.0
2015-11-28,ER,,,24.0,,,,,,334.0,0.0
2015-11-28,NER,,,9.0,,,,,,37.0,0.0
2015-11-28,NR,,,116.0,,,,,,789.0,5.0
2015-11-28,SR,,,39.0,,,,,,708.0,11.0
2015-11-28,WR,,,22.0,,,,,,973.0,21.0
2015-11-29,ER,,,20.0,,,,,,334.0,0.0
2015-11-29,NER,,,9.0,,,,,,36.0,0.0
2015-11-29,NR,,,112.0,,,,,,760.0,10.0
2015-11-29,SR,,,31.0,,,,,,668.0,19.0
2015-11-29,WR,,,22.0,,,,,,948.0,35.0
2015-11-30,ER,,,20.0,,,,,,337.0,0.0
2015-11-30,NER,,,9.0,,,,,,37.0,0.0
2015-11-30,NR,,,113.0,,,,,,787.0,7.0
2015-11-30,SR,,,39.0,,,,,,672.0,9.0
2015-11-30,WR,,,28.0,,,,,,991.0,27.0
2015-12-01,ER,,,28.0,,,,,,341.0,0.0
2015-12-01,NER,,,7.0,,,,,,37.0,0.0
2015-12-01,NR,,,117.0,,,,,,812.0,5.0
2015-12-01,SR,,,39.0,,,,,,666.0,2.0
2015-12-01,WR,,,36.0,,,,,,1005.0,24.0
2015-12-02,ER,,,27.0,,,,,,337.0,0.0
2015-12-02,NER,,,7.0,,,,,,37.0,0.0
2015-12-02,NR,,,118.0,,,,,,775.0,2.0
2015-12-02,SR,,,42.0,,,,,,651.0,5.0
2015-12-02,WR,,,35.0,,,,,,995.0,31.0
2015-12-03,ER,,,25.0,,,,,,335.0,0.0
2015-12-03,NER,,,7.0,,,,,,35.0,0.0
2015-12-03,NR,,,114.0,,,,,,787.0,2.0
2015-12-03,SR,,,47.0,,,,,,658.0,9.0
2015-12-03,WR,,,34.0,,,,,,994.0,26.0
2015-12-04,ER,,,22.0,,,,,,331.0,0.0
2015-12-04,NER,,,8.0,,,,,,33.0,0.0
2015-12-04,NR,,,113.0,,,,,,809.0,3.0
2015-12-04,SR,,,41.0,,,,,,665.0,24.0
2015-12-04,WR,,,33.0,,,,,,991.0,14.0
2015-12-05,ER,,,20.0,,,,,,329.0,0.0
2015-12-05,NER,,,7.0,,,,,,36.0,0.0
2015-12-05,NR,,,112.0,,,,,,810.0,2.0
2015-12-05,SR,,,37.0,,,,,,672.0,31.0
2015-12-05,WR,,,30.0,,,,,,986.0,18.0
2015-12-06,ER,,,31.0,,,,,,327.0,0.0
2015-12-06,NER,,,7.0,,,,,,35.0,0.0
2015-12-06,NR,,,111.0,,,,,,783.0,1.0
2015-12-06,SR,,,32.0,,,,,,635.0,28.0
2015-12-06,WR,,,31.0,,,,,,953.0,24.0
2015-12-07,ER,,,20.0,,,,,,333.0,0.0
2015-12-07,NER,,,7.0,,,,,,36.0,0.0
2015-12-07,NR,,,115.0,,,,,,796.0,2.0
2015-12-07,SR,,,41.0,,,,,,673.0,22.0
2015-12-07,WR,,,32.0,,,,,,981.0,17.0
2015-12-09,ER,,,19.0,,,,,,326.0,0.0
2015-12-09,NER,,,7.0,,,,,,37.0,0.0
2015-12-09,NR,,,114.0,,,,,,795.0,10.0
2015-12-09,SR,,,40.0,,,,,,692.0,21.0
2015-12-09,WR,,,35.0,,,,,,987.0,13.0
2015-12-10,ER,,,20.0,,,,,,327.0,0.0
2015-12-10,NER,,,8.0,,,,,,36.0,0.0
2015-12-10,NR,,,117.0,,,,,,808.0,6.0
2015-12-10,SR,,,38.0,,,,,,700.0,13.0
2015-12-10,WR,,,37.0,,,,,,999.0,20.0
2015-12-11,ER,,,21.0,,,,,,331.0,0.0
2015-12-11,NER,,,7.0,,,,,,36.0,0.0
2015-12-11,NR,,,117.0,,,,,,804.0,15.0
2015-12-11,SR,,,46.0,,,,,,717.0,7.0
2015-12-11,WR,,,38.0,,,,,,991.0,17.0
2015-12-12,ER,,,20.0,,,,,,327.0,0.0
2015-12-12,NER,,,7.0,,,,,,36.0,0.0
2015-12-12,NR,,,125.0,,,,,,813.0,4.0
2015-12-12,SR,,,45.0,,,,,,713.0,6.0
2015-12-12,WR,,,32.0,,,,,,981.0,18.0
2015-12-13,ER,,,15.0,,,,,,326.0,0.0
2015-12-13,NER,,,8.0,,,,,,35.0,0.0
2015-12-13,NR,,,123.0,,,,,,795.0,3.0
2015-12-13,SR,,,31.0,,,,,,692.0,6.0
2015-12-13,WR,,,19.0,,,,,,961.0,22.0
2015-12-14,ER,,,14.0,,,,,,330.0,0.0
2015-12-14,NER,,,7.0,,,,,,35.0,0.0
2015-12-14,NR,,,123.0,,,,,,799.0,4.0
2015-12-14,SR,,,45.0,,,,,,730.0,5.0
2015-12-14,WR,,,26.0,,,,,,986.0,39.0
2015-12-15,ER,,,18.0,,,,,,330.0,0.0
2015-12-15,NER,,,9.0,,,,,,36.0,0.0
2015-12-15,NR,,,123.0,,,,,,818.0,2.0
2015-12-15,SR,,,45.0,,,,,,733.0,7.0
2015-12-15,WR,,,26.0,,,,,,992.0,28.0
2015-12-16,ER,,,19.0,,,,,,330.0,0.0
2015-12-16,NER,,,8.0,,,,,,38.0,0.0
2015-12-16,NR,,,122.0,,,,,,828.0,6.0
2015-12-16,SR,,,49.0,,,,,,735.0,8.0
2015-12-16,WR,,,29.0,,,,,,993.0,10.0
2015-12-17,ER,,,18.0,,,,,,326.0,0.0
2015-12-17,NER,,,7.0,,,,,,36.0,0.0
2015-12-17,NR,,,119.0,,,,,,833.0,11.0
2015-12-17,SR,,,48.0,,,,,,745.0,13.0
2015-12-17,WR,,,29.0,,,,,,991.0,25.0
2015-12-18,ER,,,18.0,,,,,,332.0,0.0
2015-12-18,NER,,,8.0,,,,,,37.0,0.0
2015-12-18,NR,,,156.0,,,,,,861.0,9.0
2015-12-18,SR,,,49.0,,,,,,754.0,8.0
2015-12-18,WR,,,26.0,,,,,,985.0,43.0
2015-12-19,ER,,,19.0,,,,,,334.0,0.0
2015-12-19,NER,,,9.0,,,,,,37.0,0.0
2015-12-19,NR,,,121.0,,,,,,853.0,5.0
2015-12-19,SR,,,47.0,,,,,,750.0,8.0
2015-12-19,WR,,,23.0,,,,,,978.0,26.0
2015-12-20,ER,,,20.0,,,,,,326.0,0.0
2015-12-20,NER,,,9.0,,,,,,36.0,0.0
2015-12-20,NR,,,119.0,,,,,,811.0,3.0
2015-12-20,SR,,,37.0,,,,,,721.0,15.0
2015-12-20,WR,,,23.0,,,,,,978.0,26.0
2015-12-21,ER,,,18.0,,,,,,330.0,0.0
2015-12-21,NER,,,10.0,,,,,,35.0,0.0
2015-12-21,NR,,,120.0,,,,,,833.0,5.0
2015-12-21,SR,,,53.0,,,,,,757.0,14.0
2015-12-21,WR,,,23.0,,,,,,978.0,26.0
2015-12-22,ER,,,19.0,,,,,,331.0,0.0
2015-12-22,NER,,,9.0,,,,,,37.0,0.0
2015-12-22,NR,,,154.0,,,,,,845.0,3.0
2015-12-22,SR,,,54.0,,,,,,770.0,10.0
2015-12-22,WR,,,28.0,,,,,,978.0,16.0
2015-12-23,ER,,,18.0,,,,,,328.0,0.0
2015-12-23,NER,,,9.0,,,,,,39.0,0.0
2015-12-23,NR,,,117.0,,,,,,851.0,7.0
2015-12-23,SR,,,51.0,,,,,,776.0,12.0
2015-12-23,WR,,,24.0,,,,,,972.0,21.0
2015-12-24,ER,,,19.0,,,,,,330.0,0.0
2015-12-24,NER,,,7.0,,,,,,39.0,0.0
2015-12-24,NR,,,116.0,,,,,,848.0,8.0
2015-12-24,SR,,,49.0,,,,,,777.0,11.0
2015-12-24,WR,,,32.0,,,,,,961.0,47.0
2015-12-25,ER,,,19.0,,,,,,327.0,0.0
2015-12-25,NER,,,6.0,,,,,,38.0,0.0
2015-12-25,NR,,,117.0,,,,,,863.0,3.0
2015-12-25,SR,,,37.0,,,,,,754.0,22.0
2015-12-25,WR,,,27.0,,,,,,933.0,47.0
2015-12-26,ER,,,14.0,,,,,,328.0,0.0
2015-12-26,NER,,,7.0,,,,,,38.0,0.0
2015-12-26,NR,,,115.0,,,,,,863.0,2.0
2015-12-26,SR,,,46.0,,,,,,743.0,25.0
2015-12-26,WR,,,24.0,,,,,,936.0,35.0
2015-12-27,ER,,,14.0,,,,,,321.0,0.0
2015-12-27,NER,,,8.0,,,,,,38.0,0.0
2015-12-27,NR,,,111.0,,,,,,814.0,1.0
2015-12-27,SR,,,33.0,,,,,,721.0,34.0
2015-12-27,WR,,,21.0,,,,,,922.0,40.0
2015-12-28,ER,,,16.0,,,,,,325.0,0.0
2015-12-28,NER,,,7.0,,,,,,38.0,0.0
2015-12-28,NR,,,116.0,,,,,,830.0,2.0
2015-12-28,SR,,,44.0,,,,,,749.0,38.0
2015-12-28,WR,,,27.0,,,,,,950.0,44.0
2015-12-29,ER,,,16.0,,,,,,329.0,0.0
2015-12-29,NER,,,7.0,,,,,,38.0,0.0
2015-12-29,NR,,,118.0,,,,,,831.0,2.0
